id,turk_response_text,prompt_type,assignment,identifier,comment
3320,"We will have this information for the brief this afternoon, I appreciate your inquiry for your team, however.",rewrite,3GFK2QRXX9H1TRRWZ3FL0W9O1RLW5Ea,4a,
3321,"I am busy preparing for the mission brief at this time, is alright if this waits until the information is prepared for the mission brief?",rewrite,3GFK2QRXX9H1TRRWZ3FL0W9O1RLW5Eb,4b,
3322,I don't have the information to assist you right now as all the details have not been finalized.,rewrite,3GFK2QRXX9H1TRRWZ3FL0W9O1RLW5Ec,4c,
3323,Wait for the brief this afternoon and we will figure out what's best for you and your team.,rewrite,3GNA64GUZE4W9UVANUGF87R2DQPQ5Pa,4a,
3324,I'm preparing for our meeting and I will be ready at the time of the brief.,rewrite,3GNA64GUZE4W9UVANUGF87R2DQPQ5Pb,4b,
3325,I cannot commit to anything until the details are figured out.,rewrite,3GNA64GUZE4W9UVANUGF87R2DQPQ5Pc,4c,
3326,"Thank you for looking out for your peers, but you will receive all the information during our meeting later today.",rewrite,3GNA64GUZE4W9UVANUGF87R2DRQQ5Sa,4a,
3327,Can you wait until our actual meeting? I'm pressed for time. ,rewrite,3GNA64GUZE4W9UVANUGF87R2DRQQ5Sb,4b,
3328,We have not finished all the details so I don't know if you would find it useful.,rewrite,3GNA64GUZE4W9UVANUGF87R2DRQQ5Sc,4c,
3329,"I understand you're looking out for your team, but you will get it after the brief this afternoon.",rewrite,3HUTX6F6VUN1PLZ7QYMDLVTQEFS2O4a,4a,
3330,"Sorry I'm trying to get ready, can it wait until the mission brief?",rewrite,3HUTX6F6VUN1PLZ7QYMDLVTQEFS2O4b,4b,
3331,I'm not sure what help it would be since the details haven't been finalized.,rewrite,3HUTX6F6VUN1PLZ7QYMDLVTQEFS2O4c,4c,
3332,We will need to wait until the brief.,rewrite,3IRIK4HM3AKOYXL5NVPPG8GL57PC6Ea,4a,
3333,"I am working to get the informatin, can we wait until the brief?",rewrite,3IRIK4HM3AKOYXL5NVPPG8GL57PC6Eb,4b,
3334,"I don't have any final details yet, so I'm not sure I can help.",rewrite,3IRIK4HM3AKOYXL5NVPPG8GL57PC6Ec,4c,
3335,"I commend your foresight, but I will get you the information later.",rewrite,3JCG6DTRV3QL2GE87M4I6IMT9MCQQ2a,4a,
3336,Can this question wait? I have other matters to attend to at the moment.,rewrite,3JCG6DTRV3QL2GE87M4I6IMT9MCQQ2b,4b,
3337,"I do not have all the information you request, so I will not be ably to helpfully answer your query at the moment.",rewrite,3JCG6DTRV3QL2GE87M4I6IMT9MCQQ2c,4c,
3338,"I appreciate you watching out for your team, but you will receive it all soon while we have this short discussing in the afternoon.",rewrite,3JZQSN0I3QAXY2ULQAOC05EDWXZFG7a,4a,
3339,Is it okay if this waits until the mission brief? I am busy preparing for it right now.,rewrite,3JZQSN0I3QAXY2ULQAOC05EDWXZFG7b,4b,
3340,"We haven't finalized all of the details, so I am unsure if that would be any help to you at the moment.",rewrite,3JZQSN0I3QAXY2ULQAOC05EDWXZFG7c,4c,
3341,I thank you for looking out for your team and I look forward to informing you of all the details this afternoon during the brief.,rewrite,3K9FOBBF2HJP8ML3ZP45L2SUU68NLVa,4a,
3342,"I am working on that right now, and will have it for you at the mission brief.",rewrite,3K9FOBBF2HJP8ML3ZP45L2SUU68NLVb,4b,
3343,You will need all of the details to help you and I have not had the opportunity to finalize them.,rewrite,3K9FOBBF2HJP8ML3ZP45L2SUU68NLVc,4c,
3344,"Thank you for looking out for your team, but you will get all of it soon when we have the brief this afternoon.",rewrite,3L4PIM1GQTGUNJKUBBACOUZ04HZYRIa,4a,
3345,Can this wait until the actual mission brief? I'm busy getting ready for it now.,rewrite,3L4PIM1GQTGUNJKUBBACOUZ04HZYRIb,4b,
3346,"There are still some details that has to be finalized, so I'm not sure if that's going to help you now.",rewrite,3L4PIM1GQTGUNJKUBBACOUZ04HZYRIc,4c,
3347,We will be hearing from them soon,rewrite,3LJ7UR74RHDTAEEITX5OZLQJ8JKN47a,4a,
3348,Is there an issue with the plan?,rewrite,3LJ7UR74RHDTAEEITX5OZLQJ8JKN47b,4b,
3349,There might be help soon,rewrite,3LJ7UR74RHDTAEEITX5OZLQJ8JKN47c,4c,
3350,"I understand you're trying to do right by your team, but you'll learn everything at the briefing this afternoon.",rewrite,3LRLIPTPEQ974X9W5LNZKWVF6Y6KA5a,4a,
3351,Can this wait until the mission brief this afternoon?  I've got to get ready for it and this will be covered there.,rewrite,3LRLIPTPEQ974X9W5LNZKWVF6Y6KA5b,4b,
3352,"We haven't finalized everything yet, so I don't think this would help you right now as it could all change.",rewrite,3LRLIPTPEQ974X9W5LNZKWVF6Y6KA5c,4c,
3353,Thank you for being concerned. I will give you the run down later today.,rewrite,3LRLIPTPEQ974X9W5LNZKWVF6YZKAYa,4a,
3354,I need to get ready for the brief right now. Can we move this to later?,rewrite,3LRLIPTPEQ974X9W5LNZKWVF6YZKAYb,4b,
3355,That information is useless before we go over the details.,rewrite,3LRLIPTPEQ974X9W5LNZKWVF6YZKAYc,4c,
3356,"I appreciate you looking out for your team, but when we have the brief this afternoon, you 'll get it all soon.",rewrite,3M0BCWMB8VW3I7850D6Y3I9GBN3BWQa,4a,
3357,Is it okay if this awaits the current mission brief?I' m looking forward to getting ready for it now.,rewrite,3M0BCWMB8VW3I7850D6Y3I9GBN3BWQb,4b,
3358,"Not all the details were finalized, so I'm not sure whether this would help you now.",rewrite,3M0BCWMB8VW3I7850D6Y3I9GBN3BWQc,4c,
3359,I will give you information after this afternoon's  meeting.,rewrite,3MB8LZR5BFTO0G002CCPTABQ0AXLKGa,4a,
3360,Could this wait until I am updated at a meeting?,rewrite,3MB8LZR5BFTO0G002CCPTABQ0AXLKGb,4b,
3361,The details are being finalized. I can give more information later.,rewrite,3MB8LZR5BFTO0G002CCPTABQ0AXLKGc,4c,
3362,"I appreciate you looking out for your team, but you will just have to wait until after the brief this afternoon. You will get it all then. ",rewrite,3MH9DQ757WCMHKRBLZJBM5FG6LDGU8a,4a,
3363,Can we talk about this later? I'm busy getting ready for the mission brief. ,rewrite,3MH9DQ757WCMHKRBLZJBM5FG6LDGU8b,4b,
3364,"I'm not sure it would be of any help to you, not all of the details have been finalized.",rewrite,3MH9DQ757WCMHKRBLZJBM5FG6LDGU8c,4c,
3365,"Thank you for taking care of your team, you will get the rest after the brief we have this afternoon.",rewrite,3NC5L260MOMLQFBJET1K5ENFNKIOFXa,4a,
3366,Can this wait until the actual mission brief. I'm busy with getting it ready.,rewrite,3NC5L260MOMLQFBJET1K5ENFNKIOFXb,4b,
3367,I don't know if it will be any good for you since not all details have been finalized.,rewrite,3NC5L260MOMLQFBJET1K5ENFNKIOFXc,4c,
3368,"I understand what you're asking, but I assure you we will go over this during the briefing this afternoon.",rewrite,3NL0RFNU0FNS28TFWKD87T9FEP5K4Ra,4a,
3369,Is this of utmost urgency? I need to prepare some things for our mission brief.,rewrite,3NL0RFNU0FNS28TFWKD87T9FEP5K4Rb,4b,
3370,"I don't have the final details yet, I'm afraid I can't help you out with that now.",rewrite,3NL0RFNU0FNS28TFWKD87T9FEP5K4Rc,4c,
3371,"When we brief this afternoon, you will get all of the information. Thank you for looking out for your team.",rewrite,3O7L7BFSHEPJOF0KLN493Z6TZAYEI4a,4a,
3372,I'm currently preparing for the mission brief. Is it alright if this waits?,rewrite,3O7L7BFSHEPJOF0KLN493Z6TZAYEI4b,4b,
3373,I'm not sure if it would be any help to you now because all of the details have not been finalized yet.,rewrite,3O7L7BFSHEPJOF0KLN493Z6TZAYEI4c,4c,
3374,"You will get all of it son at the brief this afternoon, i appreciate you looking out for your team.",rewrite,3ON104KXQKWJX8NWLYWBV43A1VQ4WHa,4a,
3375,"I'm busy getting ready for the brief now, is it alright if this waits until its done?",rewrite,3ON104KXQKWJX8NWLYWBV43A1VQ4WHb,4b,
3376,"I'm not sure if it would be any help to you now, all of the details haven't been finalized yet.",rewrite,3ON104KXQKWJX8NWLYWBV43A1VQ4WHc,4c,
3377,"I appreciate the effort for your team, but details will be in the afternoon meeting.",rewrite,3PS7W85Z8Z2S2XPE7ONRPS7RJTK9TQa,4a,
3378,Is it ok to wait until mission brief? I'm getting ready now.,rewrite,3PS7W85Z8Z2S2XPE7ONRPS7RJTK9TQb,4b,
3379,"Nothing has been finalized yet, so I don't know if it helps you.",rewrite,3PS7W85Z8Z2S2XPE7ONRPS7RJTK9TQc,4c,
3380,Your concern is greatly appreciated but I assure you that the information will be ready for you this afternoon. ,rewrite,3Q5ZZ9ZEVOFQ3QVE10ZFMG62JKI588a,4a,
3381,"As soon as I am done getting ready for the mission brief, I will provide you with details on the supplies needed for the mission. ",rewrite,3Q5ZZ9ZEVOFQ3QVE10ZFMG62JKI588b,4b,
3382,I am still working on the details in regards to the supplies that will be needed for the mission so I will be of more assistance after the meeting.,rewrite,3Q5ZZ9ZEVOFQ3QVE10ZFMG62JKI588c,4c,
3383,"You will get all of it shortly, we have a brief about it this afternoon. Thank you for looking for your team. ",rewrite,3QAVNHZ3EM4IO3REQLZ0ZW8UVYOALBa,4a,
3384,"Just about to step into the mission brief now, this will have to wait until after. ",rewrite,3QAVNHZ3EM4IO3REQLZ0ZW8UVYOALBb,4b,
3385,The final details are still being worked out so I doubt this information will be useful to you now.,rewrite,3QAVNHZ3EM4IO3REQLZ0ZW8UVYOALBc,4c,
3386,"I know your platoon is depending on you, you just have to wait a little bit longer until after we have our meeting this afternoon.",rewrite,3QHK8ZVMIMIN7DW6WZZWU7S0DGZLB7a,4a,
3387,Can you wait until the mission brief? I'm preparing for the meeting now.,rewrite,3QHK8ZVMIMIN7DW6WZZWU7S0DGZLB7b,4b,
3388,I don't have a definitive answer right now because we still have some details to sort out.,rewrite,3QHK8ZVMIMIN7DW6WZZWU7S0DGZLB7c,4c,
3389,"I get where you are coming from because I would look out for my team in the same way, but I will be be able to provide anything until the breifing later in the afternoon.",rewrite,3RRCEFRB7MCR95PLQ70F8QQPRUV4BOa,4a,
3390,"I am preparing that now, if you do not mind, I would prefer ot disclose this in the afternoon briefing,",rewrite,3RRCEFRB7MCR95PLQ70F8QQPRUV4BOb,4b,
3391,"All of the information is not finalized yet, so I would not be able to provide anything helpful or concrete at this time.",rewrite,3RRCEFRB7MCR95PLQ70F8QQPRUV4BOc,4c,
3392,I will tell you all about it when we have the brief this afternoon. ,rewrite,3RWE2M8QWHACBQWHAWIMNI06R7S0NSa,4a,
3393,Can we discuss this later at the mission brief? I'm preparing for it right now.,rewrite,3RWE2M8QWHACBQWHAWIMNI06R7S0NSb,4b,
3394,I don't know all the details as of this time so I can't really say.,rewrite,3RWE2M8QWHACBQWHAWIMNI06R7S0NSc,4c,
3395,"I understand you are concerned for your team, and after this afternoon's brief, you will have what you want.",rewrite,3SBEHTYCWN3HUKHBLOG3A2Y9HLCIYUa,4a,
3396,Could we postpone this until the mission brief ends? I need to prepare for the brief.,rewrite,3SBEHTYCWN3HUKHBLOG3A2Y9HLCIYUb,4b,
3397,The details have yet to be determined so it is best to wait until they have been because they may change.,rewrite,3SBEHTYCWN3HUKHBLOG3A2Y9HLCIYUc,4c,
3398,"You will get it all after our briefing this afternoon, although I do appreciate how you look out after your team.",rewrite,3SKRO2GZ71RBA9WW92U69V2C24AK1Ra,4a,
3399,I'm getting it ready now so can this wait until after the mission brief?,rewrite,3SKRO2GZ71RBA9WW92U69V2C24AK1Rb,4b,
3400,I don't think it will be of help to you as the details are finalized.,rewrite,3SKRO2GZ71RBA9WW92U69V2C24AK1Rc,4c,
3401,"Thank you for looking out for your platoon, you will understand everything shortly when we meet this afternoon. ",rewrite,3URFVVM165IM81MGBR707CVMHBYZU7a,4a,
3402,"Will you please advise me at the mission brief, I am trying to get ready now. ",rewrite,3URFVVM165IM81MGBR707CVMHBYZU7b,4b,
3403,"All factors have not been confirmed, so there is no point relaying this information to you now.",rewrite,3URFVVM165IM81MGBR707CVMHBYZU7c,4c,
3404,"While I appreciate your concerns,  we will address them at the afternoon briefing.",rewrite,3VSOLARPKB9N3GRKS9H07F3TPUV39Ra,4a,
3405,"We are putting all needed information together for the afternoon briefing, and would appreciate your patience until that time.",rewrite,3VSOLARPKB9N3GRKS9H07F3TPUV39Rb,4b,
3406,"As current information is incomplete, it would not be useful at this juncture.",rewrite,3VSOLARPKB9N3GRKS9H07F3TPUV39Rc,4c,
3407,"I understand your concern, however, I will have that information for you this afternoon.",rewrite,3WI0P0II61SRP8P3FFNYB9PZMTPRDZa,4a,
3408,Can we discuss that during the mission brier?  I am currently getting that information together.,rewrite,3WI0P0II61SRP8P3FFNYB9PZMTPRDZb,4b,
3409,The information that I have is not complete at the moment.,rewrite,3WI0P0II61SRP8P3FFNYB9PZMTPRDZc,4c,
3410,Thanks for looking after your team.  We will be breifing this afternoon,rewrite,3X0H8UUIT1O2ZTP7BZSTT7JGFBWWSJa,4a,
3411,I need more time to brief. can i brief you later?,rewrite,3X0H8UUIT1O2ZTP7BZSTT7JGFBWWSJb,4b,
3412,"This is not the final set of details.  Please do not refer to it, there may be some changes",rewrite,3X0H8UUIT1O2ZTP7BZSTT7JGFBWWSJc,4c,
3413,"I agree, knowing some information would be helpful now but it is imperative to wait until I can give you the full details.",feedback,30BUDKLTXDV7CR55E3LFEQ2O4G15EOa,5a,
3414,We want to be able to deliver aid to the local and surrounding areas because of the current needs.,feedback,30BUDKLTXDV7CR55E3LFEQ2O4G15EOb,5b,
3415,I really do not have much to discuss at this time except to say that we have some aid missions to conduct.,feedback,30BUDKLTXDV7CR55E3LFEQ2O4G15EOc,5c,
3416,I would prefer for you to wait until the end of brief.,feedback,32XVDSJFPZXDPIEVDI70TR4LT80M2Sa,5a,
3417,"I will be giving the locals supplies such as: food, water, and hospital equipment.",feedback,32XVDSJFPZXDPIEVDI70TR4LT80M2Sb,5b,
3418,There really isn't much to tell.  I have a basic loadout for Humanitarian aid missions.,feedback,32XVDSJFPZXDPIEVDI70TR4LT80M2Sc,5c,
3419,I rather wait and tell you after the end of the brief.,feedback,33LK57MYLT56TOUCMMC0SBDY66HSZIa,5a,
3420,"I will be giving you local supplies like cereal,meats,bread,water,juices and hospital supplies.",feedback,33LK57MYLT56TOUCMMC0SBDY66HSZIb,5b,
3421,I have nothing much to tell you. I have a basic load out for humanitarian.,feedback,33LK57MYLT56TOUCMMC0SBDY66HSZIc,5c,
3422,"Commander, preferably I'd like to wait until the end of the brief to have the discussion.",feedback,33OOO72IVHLU0VWHJ8XIRI8ZZ7FCTYa,5a,
3423,"I will be providing the local individuals with basic supples such as food, water, and hospital equipment.",feedback,33OOO72IVHLU0VWHJ8XIRI8ZZ7FCTYb,5b,
3424,There really isn't much else to brief you on. I have a basic loadout for Humanitarian aid missions.,feedback,33OOO72IVHLU0VWHJ8XIRI8ZZ7FCTYc,5c,
3425,"Sir, it would be best to wait until the end of the brief. This is much more important than the supplies.",feedback,33PPO7FECVFEW9MKPSTPXHO89Q8IDKa,5a,
3426,"We've brought food, water, and hospital equipment for the locals, along with some other supplies.",feedback,33PPO7FECVFEW9MKPSTPXHO89Q8IDKb,5b,
3427,We did not bring much except a basic loadout for Humanitarian aid missions.,feedback,33PPO7FECVFEW9MKPSTPXHO89Q8IDKc,5c,
3428,Just let him know that you want to wait until the end of the brief.,feedback,37FMASSAYCRLHCO0BW2J2R0865TBI3a,5a,
3429,"Let him know that you're going to give the locals food, water, hospital equipment, and other supplies.",feedback,37FMASSAYCRLHCO0BW2J2R0865TBI3b,5b,
3430,Let him know that there isn't much more to tell. Inform him that you have a ''basic loadout for Humanitarian aid missions'' without elaborating.,feedback,37FMASSAYCRLHCO0BW2J2R0865TBI3c,5c,
3431,I prefer to wait until the final instructions to act,feedback,38SKSKU7R1XXULAC29RDGUWDIZ7LI0a,5a,
3432,"First I will give the population some food, first aid and other supplies",feedback,38SKSKU7R1XXULAC29RDGUWDIZ7LI0b,5b,
3433,"I will tell you that only now that I have the solution to this ""humanitarian mission"" and will not talk anymore, wait.",feedback,38SKSKU7R1XXULAC29RDGUWDIZ7LI0c,5c,
3434,"I'm sorry, but I would really prefer to wait until the end of the brief to discuss that.",feedback,3A1PQ49WVHHK8JVO3HR9W3MKKGNH1Xa,5a,
3435,"I will be handing out supplies to the locals, such as food, water, hospital equipment.",feedback,3A1PQ49WVHHK8JVO3HR9W3MKKGNH1Xb,5b,
3436,"We have a basic loadout for Humanitarian aid missions, and aside from that, there is not much to tell.",feedback,3A1PQ49WVHHK8JVO3HR9W3MKKGNH1Xc,5c,
3437,We will wait until the end of the briefing to discuss the supplies needed for the mission. ,feedback,3C2NJ6JBKAHJ70ZVPJM066TLYYB2N9a,5a,
3438,"The United States will provide supplies to the locals, such as food, water and hospital equipment. ",feedback,3C2NJ6JBKAHJ70ZVPJM066TLYYB2N9b,5b,
3439,I have already told you everything you need to know. The U.S. will provide the basics for the Humanitarian aid mission.,feedback,3C2NJ6JBKAHJ70ZVPJM066TLYYB2N9c,5c,
3440,After the brief this afternoon I will be better informed to dicuss the situation.,feedback,3DY4FPOOA1ODJPPP60NSHVV6WTSRVTa,5a,
3441,Locals will be receiving much needed survival resources aid.,feedback,3DY4FPOOA1ODJPPP60NSHVV6WTSRVTb,5b,
3442,"At this point in time, be assured the Humanitarian Aid Mission will proceed as planned.",feedback,3DY4FPOOA1ODJPPP60NSHVV6WTSRVTc,5c,
3443,I THINK IT IS BEST TO WAIT UNTIL ANOTHER DAY,feedback,3E337GFOL989MU72OY7P8ANM8HFGN5a,5a,
3444,The USA army will be given you local and necessary supplies,feedback,3E337GFOL989MU72OY7P8ANM8HFGN5b,5b,
3445,I can provide you with no further explanation except for a basic load out for humanitarian aid missions.,feedback,3E337GFOL989MU72OY7P8ANM8HFGN5c,5c,
3446,I'd like to wait until the briefing is complete.,feedback,3EJPLAJKEMG16QWFF99XR6H6OHKZ63a,5a,
3447,"I'm busy giving locals supplies like food, water, and hospital stuff.",feedback,3EJPLAJKEMG16QWFF99XR6H6OHKZ63b,5b,
3448,"I have a basic Humanitarian missions to do right now, sorry.",feedback,3EJPLAJKEMG16QWFF99XR6H6OHKZ63c,5c,
3449,I'll be waiting until after the mission brief to discuss my gear.,feedback,3F1567XTNW5FAHXMQKTWKNW49F9Q9Da,5a,
3450,"I will be bringing basic supplies like food, water, and medical supplies.",feedback,3F1567XTNW5FAHXMQKTWKNW49F9Q9Db,5b,
